Mon, 2022.09.05 8:00, 8:00, CHF, low, GDP q/q, 0.5%, 0.4%, 
Wed, 2022.11.02 10:30, 10:30, EUR, low, Spanish 10-y Bond Auction, , , 
Wed, 2022.11.02 10:30, 10:30, EUR, low, French 10-y Bond Auction, , , 
Wed, 2022.11.02 13:15, 13:15, USD, high, ADP Non-Farm Employment Change, , , 
Wed, 2022.11.02 15:30, 15:30, USD, low, Crude Oil Inventories, , , 
Wed, 2022.11.02 19:00, 19:00, USD, high, FOMC Statement, , , 
Wed, 2022.11.02 19:00, 19:00, USD, high, Federal Funds Rate, , , 
Wed, 2022.11.02 19:30, 19:30, USD, high, FOMC Press Conference, , , 
Wed, 2022.11.02 5:00, 5:00, JPY, holiday, Bank Holiday, , , 
Thu, 2022.11.03 1:00, 1:00, NZD, low, ANZ Commodity Prices m/m, , , 
Thu, 2022.11.03 1:30, 1:30, AUD, low, Trade Balance, , , 
Thu, 2022.11.03 2:45, 2:45, CNY, low, Caixin Services PMI, , , 
Thu, 2022.11.03 6:00, 6:00, JPY, low, Consumer Confidence, , , 
Thu, 2022.11.03 8:30, 8:30, CHF, low, Retail Sales y/y, , , 
Thu, 2022.11.03 9:15, 9:15, EUR, low, Spanish Services PMI, , , 
Thu, 2022.11.03 9:45, 9:45, EUR, low, Italian Services PMI, , , 
Thu, 2022.11.03 9:50, 9:50, EUR, low, French Final Services PMI, , , 
Thu, 2022.11.03 9:55, 9:55, EUR, low, German Final Services PMI, , , 
Thu, 2022.11.03 10:00, 10:00, EUR, low, Final Services PMI, , , 
Thu, 2022.11.03 10:30, 10:30, GBP, low, Final Services PMI, , , 
Thu, 2022.11.03 11:00, 11:00, EUR, low, Unemployment Rate, , , 
Thu, 2022.11.03 12:30, 12:30, USD, low, Challenger Job Cuts y/y, , , 
Thu, 2022.11.03 13:00, 13:00, GBP, high, BOE Monetary Policy Report, , , 
Thu, 2022.11.03 13:00, 13:00, GBP, high, MPC Official Bank Rate Votes, , , 
Thu, 2022.11.03 13:00, 13:00, GBP, high, Monetary Policy Summary, , , 
Thu, 2022.11.03 13:00, 13:00, GBP, high, Official Bank Rate, , , 
Thu, 2022.11.03 13:30, 13:30, CAD, low, Building Permits m/m, , , 
Thu, 2022.11.03 13:30, 13:30, CAD, low, Trade Balance, , , 
Thu, 2022.11.03 13:30, 13:30, USD, medium, Unemployment Claims, , , 
Thu, 2022.11.03 13:30, 13:30, USD, low, Prelim Nonfarm Productivity q/q, , , 
Thu, 2022.11.03 13:30, 13:30, USD, low, Prelim Unit Labor Costs q/q, , , 
Thu, 2022.11.03 13:30, 13:30, USD, low, Trade Balance, , , 
Thu, 2022.11.03 14:45, 14:45, USD, low, Final Services PMI, , , 
Thu, 2022.11.03 15:00, 15:00, USD, high, ISM Services PMI, , , 
Thu, 2022.11.03 15:00, 15:00, USD, low, Factory Orders m/m, , , 
Thu, 2022.11.03 15:30, 15:30, USD, low, Natural Gas Storage, , , 
Thu, 2022.11.03 22:30, 22:30, AUD, low, AIG Construction Index, , , 
Fri, 2022.11.04 0:30, 0:30, JPY, low, Household Spending y/y, , , 
Fri, 2022.11.04 1:30, 1:30, AUD, medium, RBA Monetary Policy Statement, , , 
Fri, 2022.11.04 4:35, 4:35, JPY, low, 30-y Bond Auction, , , 
Fri, 2022.11.04 6:00, 6:00, JPY, low, Leading Indicators, , , 
Fri, 2022.11.04 8:00, 8:00, EUR, low, German Factory Orders m/m, , , 
Fri, 2022.11.04 8:30, 8:30, CHF, high, CPI m/m, , , 
Fri, 2022.11.04 8:45, 8:45, EUR, low, French Gov Budget Balance, , , 
Fri, 2022.11.04 8:45, 8:45, EUR, low, French Prelim Private Payrolls q/q, , , 
Fri, 2022.11.04 9:00, 9:00, CHF, low, Foreign Currency Reserves, , , 
Fri, 2022.11.04 9:00, 9:00, CHF, low, SECO Consumer Climate, , , 
Fri, 2022.11.04 10:00, 10:00, EUR, low, Italian Retail Sales m/m, , , 
Fri, 2022.11.04 11:00, 11:00, EUR, low, PPI m/m, , , 
Fri, 2022.11.04 13:30, 13:30, CAD, high, Employment Change, , , 
Fri, 2022.11.04 13:30, 13:30, CAD, high, Unemployment Rate, , , 
Fri, 2022.11.04 13:30, 13:30, USD, high, Average Hourly Earnings m/m, , , 
Fri, 2022.11.04 13:30, 13:30, USD, high, Non-Farm Employment Change, , , 
Fri, 2022.11.04 13:30, 13:30, USD, high, Unemployment Rate, , , 
Fri, 2022.11.04 15:00, 15:00, CAD, medium, Ivey PMI, , , 
Mon, 2022.11.07 6:00, 6:00, JPY, low, Prelim Machine Tool Orders y/y, , , 
Mon, 2022.11.07 7:00, 7:00, EUR, low, German Industrial Production m/m, , , 
Mon, 2022.11.07 7:00, 7:00, GBP, low, Halifax HPI m/m, , , 
Mon, 2022.11.07 7:45, 7:45, EUR, low, French Trade Balance, , , 
Mon, 2022.11.07 9:30, 9:30, EUR, low, Sentix Investor Confidence, , , 
Mon, 2022.11.07 5:00, 5:00, EUR, low, Eurogroup Meetings, , , 
Mon, 2022.11.07 20:00, 20:00, USD, low, Consumer Credit m/m, , , 
Mon, 2022.11.07 21:30, 21:30, AUD, low, AIG Services Index, , , 
Mon, 2022.11.07 23:50, 23:50, JPY, low, BOJ Summary of Opinions, , , 
Mon, 2022.11.07 23:50, 23:50, JPY, low, Bank Lending y/y, , , 
Mon, 2022.11.07 23:50, 23:50, JPY, low, Current Account, , , 
Tue, 2022.11.08 0:01, 0:01, GBP, low, BRC Retail Sales Monitor y/y, , , 
Tue, 2022.11.08 0:30, 0:30, AUD, low, NAB Business Confidence, , , 
Tue, 2022.11.08 6:45, 6:45, CHF, low, Unemployment Rate, , , 
Tue, 2022.11.08 10:00, 10:00, EUR, low, Retail Sales m/m, , , 
Tue, 2022.11.08 11:00, 11:00, USD, low, NFIB Small Business Index, , , 
Tue, 2022.11.08 11:00, 11:00, USD, low, IBD/TIPP Economic Optimism, , , 
Tue, 2022.11.08 5:00, 5:00, USD, high, Congressional Elections, , , 
Tue, 2022.11.08 18:01, 18:01, USD, low, 10-y Bond Auction, , , 
Tue, 2022.11.08 23:30, 23:30, AUD, low, Westpac Consumer Sentiment, , , 
Wed, 2022.11.09 2:00, 2:00, NZD, medium, Inflation Expectations q/q, , , 
Wed, 2022.11.09 17:00, 17:00, JPY, low, Economy Watchers Sentiment, , , 
Wed, 2022.11.09 7:45, 7:45, EUR, low, French Industrial Production m/m, , , 
Wed, 2022.11.09 9:00, 9:00, EUR, low, Italian Industrial Production m/m, , , 
Wed, 2022.11.09 15:00, 15:00, USD, low, Final Wholesale Inventories m/m, , , 
Wed, 2022.11.09 15:30, 15:30, USD, low, Crude Oil Inventories, , , 
Wed, 2022.11.09 18:01, 18:01, USD, low, 30-y Bond Auction, , , 
Wed, 2022.11.09 23:50, 23:50, JPY, low, M2 Money Stock y/y, , , 
Thu, 2022.11.10 0:00, 0:00, AUD, low, MI Inflation Expectations, , , 
Thu, 2022.11.10 9:00, 9:00, EUR, low, ECB Economic Bulletin, , , 
Thu, 2022.11.10 9:00, 9:00, CNY, low, M2 Money Supply y/y, , , 
Thu, 2022.11.10 9:00, 9:00, CNY, low, New Loans, , , 
Thu, 2022.11.10 10:00, 10:00, EUR, medium, EU Economic Forecasts, , , 
Thu, 2022.11.10 10:00, 10:00, GBP, low, 10-y Bond Auction, , , 
Thu, 2022.11.10 13:30, 13:30, USD, high, CPI m/m, , , 
Thu, 2022.11.10 13:30, 13:30, USD, high, Core CPI m/m, , , 
Thu, 2022.11.10 13:30, 13:30, USD, medium, Unemployment Claims, , , 
Thu, 2022.11.10 13:30, 13:30, USD, low, Mortgage Delinquencies, , , 
Thu, 2022.11.10 15:30, 15:30, USD, low, Natural Gas Storage, , , 
Thu, 2022.11.10 19:00, 19:00, USD, low, Federal Budget Balance, , , 
Thu, 2022.11.10 21:00, 21:00, USD, low, FOMC Financial Stability Report, , , 
Thu, 2022.11.10 21:30, 21:30, NZD, low, BusinessNZ Manufacturing Index, , , 
Thu, 2022.11.10 21:45, 21:45, NZD, low, FPI m/m, , , 
Thu, 2022.11.10 23:50, 23:50, JPY, low, Core Machinery Orders m/m, , , 
Thu, 2022.11.10 23:50, 23:50, JPY, low, PPI y/y, , , 
Fri, 2022.11.11 0:01, 0:01, GBP, low, RICS House Price Balance, , , 
Fri, 2022.11.11 1:30, 1:30, CNY, low, CPI y/y, , , 
Fri, 2022.11.11 1:30, 1:30, CNY, low, PPI y/y, , , 
Fri, 2022.11.11 2:00, 2:00, CNY, medium, Retail Sales y/y, , , 
Fri, 2022.11.11 2:00, 2:00, CNY, low, Fixed Asset Investment ytd/y, , , 
Fri, 2022.11.11 2:00, 2:00, CNY, low, Industrial Production y/y, , , 
Fri, 2022.11.11 2:00, 2:00, CNY, low, NBS Press Conference, , , 
Fri, 2022.11.11 2:00, 2:00, CNY, low, Unemployment Rate, , , 
Fri, 2022.11.11 2:00, 2:00, CNY, low, Trade Balance, , , 
Fri, 2022.11.11 2:00, 2:00, CNY, low, USD-Denominated Trade Balance, , , 
Fri, 2022.11.11 7:00, 7:00, EUR, low, German Final CPI m/m, , , 
Fri, 2022.11.11 7:00, 7:00, EUR, low, German WPI m/m, , , 
Fri, 2022.11.11 7:00, 7:00, GBP, medium, GDP m/m, , , 
Fri, 2022.11.11 7:00, 7:00, GBP, medium, Prelim GDP q/q, , , 
Fri, 2022.11.11 7:00, 7:00, GBP, low, Construction Output m/m, , , 
Fri, 2022.11.11 7:00, 7:00, GBP, low, Goods Trade Balance, , , 
Fri, 2022.11.11 7:00, 7:00, GBP, low, Index of Services 3m/3m, , , 
Fri, 2022.11.11 7:00, 7:00, GBP, low, Industrial Production m/m, , , 
Fri, 2022.11.11 7:00, 7:00, GBP, low, Manufacturing Production m/m, , , 
Fri, 2022.11.11 7:00, 7:00, GBP, low, Prelim Business Investment q/q, , , 
Fri, 2022.11.11 5:00, 5:00, EUR, holiday, French Bank Holiday, , , 
Fri, 2022.11.11 5:00, 5:00, EUR, low, ECOFIN Meetings, , , 
Fri, 2022.11.11 5:00, 5:00, EUR, low, German 30-y Bond Auction, , , 
Fri, 2022.11.11 5:00, 5:00, CAD, holiday, Bank Holiday, , , 
Fri, 2022.11.11 5:00, 5:00, USD, holiday, Bank Holiday, , , 
Fri, 2022.11.11 5:00, 5:00, GBP, low, NIESR GDP Estimate, , , 
Fri, 2022.11.11 15:00, 15:00, USD, high, Prelim UoM Consumer Sentiment, , , 
Fri, 2022.11.11 15:00, 15:00, USD, low, Prelim UoM Inflation Expectations, , , 
Mon, 2022.09.05 8:00, 8:00, CHF, low, GDP q/q, 0.5%, 0.4%, 
Mon, 2022.09.05 8:15, 8:15, EUR, low, Spanish Services PMI, 53.8, 52.3, 
Mon, 2022.09.05 8:45, 8:45, EUR, low, Italian Services PMI, 48.4, 48.9, 
Mon, 2022.09.05 8:50, 8:50, EUR, low, French Final Services PMI, 51.0, 51.0, 
Mon, 2022.09.05 8:55, 8:55, EUR, low, German Final Services PMI, 48.2, 48.2, 
Mon, 2022.09.05 9:00, 9:00, EUR, low, Final Services PMI, 50.2, 50.2, 
Mon, 2022.09.05 9:30, 9:30, EUR, low, Sentix Investor Confidence, -25.2, -26.8, 
Mon, 2022.09.05 9:30, 9:30, GBP, low, Final Services PMI, 52.5, 52.5, 
Mon, 2022.09.05 10:00, 10:00, EUR, low, Retail Sales m/m, -1.2%, 0.3%, 
Mon, 2022.09.05 5:00, 5:00, All, medium, OPEC-JMMC Meetings, , , 
Mon, 2022.09.05 5:00, 5:00, CAD, holiday, Bank Holiday, , , 
Mon, 2022.09.05 5:00, 5:00, USD, holiday, Bank Holiday, , , 
Mon, 2022.09.05 16:30, 16:30, GBP, medium, MPC Member Mann Speaks, , , 
Tue, 2022.09.06 0:01, 0:01, GBP, low, BRC Retail Sales Monitor y/y, 1.6%, , 
Tue, 2022.09.06 0:30, 0:30, JPY, low, Average Cash Earnings y/y, 2.0%, 1.9%, 
Tue, 2022.09.06 0:30, 0:30, JPY, low, Household Spending y/y, 3.5%, 4.5%, 
Tue, 2022.09.06 2:30, 2:30, AUD, low, Current Account, 7.5B, 22.0B, 
Tue, 2022.09.06 4:35, 4:35, JPY, low, 30-y Bond Auction, 1.12|3.0, , 
Tue, 2022.09.06 17:30, 17:30, AUD, high, Cash Rate, 1.85%, 2.35%, 
Tue, 2022.09.06 17:30, 17:30, AUD, high, RBA Rate Statement, , , 
Tue, 2022.09.06 7:00, 7:00, EUR, low, German Factory Orders m/m, -0.4%, -0.8%, 
Tue, 2022.09.06 9:30, 9:30, GBP, low, Construction PMI, 48.9, 48.0, 
Tue, 2022.09.06 14:45, 14:45, USD, medium, Final Services PMI, 44.1, 44.3, 
Tue, 2022.09.06 15:00, 15:00, USD, high, ISM Services PMI, 56.7, 55.0, 
Tue, 2022.09.06 15:00, 15:00, NZD, low, GDT Price Index, -2.9%, , 
Tue, 2022.09.06 23:30, 23:30, AUD, low, AIG Services Index, 51.7, , 
Wed, 2022.09.07 2:30, 2:30, AUD, high, GDP q/q, 0.8%, 1.1%, 
Wed, 2022.09.07 2:30, 2:30, CNY, low, Trade Balance, 683B, 650B, 
Wed, 2022.09.07 2:30, 2:30, CNY, low, USD-Denominated Trade Balance, 101.3B, 91.8B, 
Wed, 2022.09.07 6:00, 6:00, JPY, low, Leading Indicators, 100.9%, 100.2%, 
Wed, 2022.09.07 7:00, 7:00, EUR, low, German Industrial Production m/m, 0.4%, -0.5%, 
Wed, 2022.09.07 7:00, 7:00, GBP, low, Halifax HPI m/m, -0.1%, 0.1%, 
Wed, 2022.09.07 8:00, 8:00, CHF, low, Foreign Currency Reserves, 849B, , 
Wed, 2022.09.07 9:00, 9:00, EUR, low, Italian Retail Sales m/m, -1.1%, 0.3%, 
Wed, 2022.09.07 10:00, 10:00, EUR, low, Final Employment Change q/q, 0.3%, 0.3%, 
Wed, 2022.09.07 10:00, 10:00, EUR, low, Revised GDP q/q, 0.6%, 0.6%, 
Wed, 2022.09.07 10:00, 10:00, GBP, high, Monetary Policy Report Hearings, , , 
Wed, 2022.09.07 10:00, 10:00, GBP, low, 10-y Bond Auction, 1.78|2.4, , 
Wed, 2022.09.07 13:30, 13:30, CAD, low, Trade Balance, 5.0B, 3.8B, 
Wed, 2022.09.07 13:30, 13:30, USD, low, Trade Balance, -79.6B, -70.2B, 
Wed, 2022.09.07 15:00, 15:00, CAD, high, BOC Rate Statement, , , 
Wed, 2022.09.07 15:00, 15:00, CAD, high, Overnight Rate, 2.50%, 3.25%, 
Wed, 2022.09.07 15:00, 15:00, CAD, medium, Ivey PMI, 49.6, 48.3, 
Wed, 2022.09.07 15:00, 15:00, USD, medium, FOMC Member Mester Speaks, , , 
Thu, 2022.09.08 5:35, 5:35, USD, medium, FOMC Member Brainard Speaks, , , 
Wed, 2022.09.07 19:00, 19:00, USD, low, Beige Book, , , 
Wed, 2022.09.07 19:00, 19:00, USD, low, FOMC Member Barr Speaks, , , 
Wed, 2022.09.07 23:45, 23:45, NZD, low, Manufacturing Sales q/q, 1.2%, , 
Thu, 2022.09.08 0:01, 0:01, GBP, low, RICS House Price Balance, 63%, 60%, 
Thu, 2022.09.08 0:50, 0:50, JPY, low, Bank Lending y/y, 1.8%, 1.9%, 
Thu, 2022.09.08 0:50, 0:50, JPY, low, Current Account, 0.84T, 0.02T, 
Thu, 2022.09.08 0:50, 0:50, JPY, low, Final GDP Price Index y/y, -0.4%, -0.4%, 
Thu, 2022.09.08 0:50, 0:50, JPY, low, Final GDP q/q, 0.5%, 0.7%, 
Thu, 2022.09.08 2:30, 2:30, AUD, low, Trade Balance, 17.67B, 14.50B, 
Thu, 2022.09.08 4:05, 4:05, AUD, high, RBA Gov Lowe Speaks, , , 
Thu, 2022.09.08 6:00, 6:00, JPY, low, Economy Watchers Sentiment, 43.8, 43.7, 
Thu, 2022.09.08 6:30, 6:30, EUR, low, French Final Private Payrolls q/q, 0.5%, 0.5%, 
Thu, 2022.09.08 6:45, 6:45, CHF, low, Unemployment Rate, 2.2%, 2.2%, 
Thu, 2022.09.08 7:45, 7:45, EUR, low, French Trade Balance, -13.1B, -13.0B, 
Thu, 2022.09.08 7:45, 7:45, CNY, low, M2 Money Supply y/y, 12.0%, 12.3%, 
Thu, 2022.09.08 7:45, 7:45, CNY, low, New Loans, 679B, 1500B, 
Thu, 2022.09.08 13:15, 13:15, EUR, high, Main Refinancing Rate, 0.50%, 1.25%, 
Thu, 2022.09.08 13:15, 13:15, EUR, high, Monetary Policy Statement, , , 
Thu, 2022.09.08 13:30, 13:30, USD, medium, Unemployment Claims, 232K, 240K, 
Thu, 2022.09.08 13:45, 13:45, EUR, high, ECB Press Conference, , , 
Thu, 2022.09.08 14:10, 14:10, USD, high, Fed Chair Powell Speaks, , , 
Thu, 2022.09.08 15:30, 15:30, USD, low, Natural Gas Storage, 61B, , 
Thu, 2022.09.08 16:00, 16:00, USD, low, Crude Oil Inventories, -3.3M, , 
Thu, 2022.09.08 16:25, 16:25, CAD, low, Gov Council Member Rogers Speaks, , , 
Thu, 2022.09.08 20:00, 20:00, USD, low, Consumer Credit m/m, 40.2B, 31.0B, 
Fri, 2022.09.09 0:50, 0:50, JPY, low, M2 Money Stock y/y, 3.4%, 3.4%, 
Fri, 2022.09.09 2:30, 2:30, CNY, low, CPI y/y, 2.7%, 2.8%, 
Fri, 2022.09.09 2:30, 2:30, CNY, low, PPI y/y, 4.2%, 3.2%, 
Fri, 2022.09.09 7:45, 7:45, EUR, low, French Industrial Production m/m, 1.4%, -0.4%, 
Fri, 2022.09.09 9:30, 9:30, GBP, low, Consumer Inflation Expectations, 4.6%, , 
Fri, 2022.09.09 5:00, 5:00, EUR, medium, EU Economic Summit, , , 
Fri, 2022.09.09 5:00, 5:00, EUR, low, Eurogroup Meetings, , , 
Fri, 2022.09.09 13:30, 13:30, CAD, high, Employment Change, -30.6K, 15.0K, 
Fri, 2022.09.09 13:30, 13:30, CAD, high, Unemployment Rate, 4.9%, 5.0%, 
Fri, 2022.09.09 13:30, 13:30, CAD, low, Capacity Utilization Rate, 82.0%, , 
Fri, 2022.09.09 15:00, 15:00, USD, low, Final Wholesale Inventories m/m, 0.8%, 0.8%, 
Sat, 2022.09.10 5:00, 5:00, USD, medium, FOMC Member George Speaks, , , 
Sat, 2022.09.10 5:00, 5:00, USD, medium, FOMC Member Waller Speaks, , , 
Mon, 2022.09.12 7:00, 7:00, EUR, low, German WPI m/m, , , 
Mon, 2022.09.12 7:00, 7:00, GBP, medium, GDP m/m, , , 
Mon, 2022.09.12 7:00, 7:00, GBP, low, Construction Output m/m, , , 
Mon, 2022.09.12 7:00, 7:00, GBP, low, Goods Trade Balance, , , 
Mon, 2022.09.12 7:00, 7:00, GBP, low, Index of Services 3m/3m, , , 
Mon, 2022.09.12 7:00, 7:00, GBP, low, Industrial Production m/m, , , 
Mon, 2022.09.12 7:00, 7:00, GBP, low, Manufacturing Production m/m, , , 
Mon, 2022.09.12 7:00, 7:00, JPY, low, Prelim Machine Tool Orders y/y, , , 
Mon, 2022.09.12 7:00, 7:00, CNY, low, Foreign Direct Investment ytd/y, , , 
Mon, 2022.09.12 9:00, 9:00, EUR, low, Italian Industrial Production m/m, , , 
Mon, 2022.09.12 9:00, 9:00, EUR, low, Italian Quarterly Unemployment Rate, , , 
Mon, 2022.09.12 9:00, 9:00, GBP, low, NIESR GDP Estimate, , , 
Mon, 2022.09.12 18:01, 18:01, USD, low, 10-y Bond Auction, , , 
Mon, 2022.09.12 23:45, 23:45, NZD, low, FPI m/m, , , 
Tue, 2022.09.13 0:50, 0:50, JPY, low, BSI Manufacturing Index, , , 
Tue, 2022.09.13 0:50, 0:50, JPY, low, Core Machinery Orders m/m, , , 
Tue, 2022.09.13 2:30, 2:30, AUD, medium, NAB Business Confidence, , , 
Tue, 2022.09.13 7:00, 7:00, EUR, low, German Final CPI m/m, , , 
Tue, 2022.09.13 7:00, 7:00, GBP, low, Average Earnings Index 3m/y, , , 
Tue, 2022.09.13 7:00, 7:00, GBP, low, Claimant Count Change, , , 
Tue, 2022.09.13 7:00, 7:00, GBP, low, Unemployment Rate, , , 
Tue, 2022.09.13 7:45, 7:45, EUR, low, French Final CPI m/m, , , 
Tue, 2022.09.13 11:00, 11:00, USD, low, NFIB Small Business Index, , , 
Tue, 2022.09.13 11:00, 11:00, EUR, low, German Buba Monthly Report, , , 
Tue, 2022.09.13 5:00, 5:00, EUR, low, ECOFIN Meetings, , , 
Tue, 2022.09.13 5:00, 5:00, EUR, low, German 30-y Bond Auction, , , 
Tue, 2022.09.13 13:30, 13:30, USD, high, CPI m/m, , , 
Tue, 2022.09.13 13:30, 13:30, USD, high, Core CPI m/m, , , 
Tue, 2022.09.13 13:30, 13:30, USD, low, IBD/TIPP Economic Optimism, , , 
Tue, 2022.09.13 18:01, 18:01, USD, low, 30-y Bond Auction, , , 
Tue, 2022.09.13 19:00, 19:00, USD, low, Federal Budget Balance, , , 
Tue, 2022.09.13 23:45, 23:45, NZD, low, Current Account, , , 
Wed, 2022.09.14 1:30, 1:30, AUD, low, Westpac Consumer Sentiment, , , 
Wed, 2022.09.14 17:30, 17:30, JPY, low, Revised Industrial Production m/m, , , 
Wed, 2022.09.14 7:00, 7:00, GBP, high, CPI y/y, , , 
Wed, 2022.09.14 7:00, 7:00, GBP, low, Core CPI y/y, , , 
Wed, 2022.09.14 7:00, 7:00, GBP, low, PPI Input m/m, , , 
Wed, 2022.09.14 7:00, 7:00, GBP, low, PPI Output m/m, , , 
Wed, 2022.09.14 7:00, 7:00, GBP, low, RPI y/y, , , 
Wed, 2022.09.14 7:30, 7:30, CHF, low, PPI m/m, , , 
Wed, 2022.09.14 9:00, 9:00, EUR, low, Italian Trade Balance, , , 
Wed, 2022.09.14 9:30, 9:30, GBP, low, HPI y/y, , , 
Wed, 2022.09.14 10:00, 10:00, EUR, low, Industrial Production m/m, , , 
Wed, 2022.09.14 13:30, 13:30, CAD, low, Manufacturing Sales m/m, , , 
Wed, 2022.09.14 13:30, 13:30, USD, high, PPI m/m, , , 
Wed, 2022.09.14 13:30, 13:30, USD, medium, Core PPI m/m, , , 
Wed, 2022.09.14 15:30, 15:30, USD, low, Crude Oil Inventories, , , 
Wed, 2022.09.14 23:45, 23:45, NZD, medium, GDP q/q, , , 
Thu, 2022.09.15 0:50, 0:50, JPY, low, Trade Balance, , , 
Thu, 2022.09.15 2:00, 2:00, AUD, low, MI Inflation Expectations, , , 
Thu, 2022.09.15 2:30, 2:30, AUD, high, Employment Change, , , 
Thu, 2022.09.15 2:30, 2:30, AUD, high, Unemployment Rate, , , 
Thu, 2022.09.15 2:30, 2:30, AUD, low, RBA Bulletin, , , 
2022.09.05 8:00, CHF, low
2022.09.05 8:15, EUR, low
2022.09.05 8:45, EUR, low
2022.09.05 8:50, EUR, low
2022.09.05 8:55, EUR, low
2022.09.05 9:00, EUR, low
2022.09.05 9:30, EUR, low
Mon, 2022.09.05 9:30, 9:30, GBP, low, Final Services PMI, 52.5, 52.5, 
2022.09.05 10:00, EUR, low
2022.09.05 5:00, All, medium
2022.09.05 5:00, CAD, holiday
2022.09.05 5:00, USD, holiday
2022.09.05 16:30, GBP, medium
2022.09.06 0:01, GBP, low
2022.09.06 0:30, JPY, low
Tue, 2022.09.06 0:30, 0:30, JPY, low, Household Spending y/y, 3.5%, 4.5%, 
2022.09.06 2:30, AUD, low
2022.09.06 4:35, JPY, low
2022.09.06 17:30, AUD, high
Tue, 2022.09.06 17:30, 17:30, AUD, high, RBA Rate Statement, , , 
2022.09.06 7:00, EUR, low
2022.09.06 9:30, GBP, low
2022.09.06 14:45, USD, medium
2022.09.06 15:00, USD, high
Tue, 2022.09.06 15:00, 15:00, NZD, low, GDT Price Index, -2.9%, , 
2022.09.06 23:30, AUD, low
2022.09.07 2:30, AUD, high
Wed, 2022.09.07 2:30, 2:30, CNY, low, Trade Balance, 683B, 650B, 
Wed, 2022.09.07 2:30, 2:30, CNY, low, USD-Denominated Trade Balance, 101.3B, 91.8B, 
2022.09.07 6:00, JPY, low
2022.09.07 7:00, EUR, low
Wed, 2022.09.07 7:00, 7:00, GBP, low, Halifax HPI m/m, -0.1%, 0.1%, 
2022.09.07 8:00, CHF, low
2022.09.07 9:00, EUR, low
2022.09.07 10:00, EUR, low
Wed, 2022.09.07 10:00, 10:00, EUR, low, Revised GDP q/q, 0.6%, 0.6%, 
Wed, 2022.09.07 10:00, 10:00, GBP, high, Monetary Policy Report Hearings, , , 
Wed, 2022.09.07 10:00, 10:00, GBP, low, 10-y Bond Auction, 1.78|2.4, , 
2022.09.07 13:30, CAD, low
Wed, 2022.09.07 13:30, 13:30, USD, low, Trade Balance, -79.6B, -70.2B, 
2022.09.07 15:00, CAD, high
Wed, 2022.09.07 15:00, 15:00, CAD, high, Overnight Rate, 2.50%, 3.25%, 
Wed, 2022.09.07 15:00, 15:00, CAD, medium, Ivey PMI, 49.6, 48.3, 
Wed, 2022.09.07 15:00, 15:00, USD, medium, FOMC Member Mester Speaks, , , 
2022.09.08 5:35, USD, medium
2022.09.07 19:00, USD, low
Wed, 2022.09.07 19:00, 19:00, USD, low, FOMC Member Barr Speaks, , , 
2022.09.07 23:45, NZD, low
2022.09.08 0:01, GBP, low
2022.09.08 0:50, JPY, low
Thu, 2022.09.08 0:50, 0:50, JPY, low, Current Account, 0.84T, 0.02T, 
Thu, 2022.09.08 0:50, 0:50, JPY, low, Final GDP Price Index y/y, -0.4%, -0.4%, 
Thu, 2022.09.08 0:50, 0:50, JPY, low, Final GDP q/q, 0.5%, 0.7%, 
2022.09.08 2:30, AUD, low
2022.09.08 4:05, AUD, high
2022.09.08 6:00, JPY, low
2022.09.08 6:30, EUR, low
2022.09.08 6:45, CHF, low
2022.09.08 7:45, EUR, low
Thu, 2022.09.08 7:45, 7:45, CNY, low, M2 Money Supply y/y, 12.0%, 12.3%, 
Thu, 2022.09.08 7:45, 7:45, CNY, low, New Loans, 679B, 1500B, 
2022.09.08 13:15, EUR, high
Thu, 2022.09.08 13:15, 13:15, EUR, high, Monetary Policy Statement, , , 
2022.09.08 13:30, USD, medium
2022.09.08 13:45, EUR, high
2022.09.08 14:10, USD, high
2022.09.08 15:30, USD, low
2022.09.08 16:00, USD, low
2022.09.08 16:25, CAD, low
2022.09.08 20:00, USD, low
2022.09.09 0:50, JPY, low
2022.09.09 2:30, CNY, low
Fri, 2022.09.09 2:30, 2:30, CNY, low, PPI y/y, 4.2%, 3.2%, 
2022.09.09 7:45, EUR, low
2022.09.09 9:30, GBP, low
2022.09.09 5:00, EUR, medium
2022.09.09 5:00, EUR, low
2022.09.09 13:30, CAD, high
Fri, 2022.09.09 13:30, 13:30, CAD, high, Unemployment Rate, 4.9%, 5.0%, 
Fri, 2022.09.09 13:30, 13:30, CAD, low, Capacity Utilization Rate, 82.0%, , 
2022.09.09 15:00, USD, low
2022.09.10 5:00, USD, medium
Sat, 2022.09.10 5:00, 5:00, USD, medium, FOMC Member Waller Speaks, , , 
2022.09.12 7:00, EUR, low
Mon, 2022.09.12 7:00, 7:00, GBP, medium, GDP m/m, , , 
Mon, 2022.09.12 7:00, 7:00, GBP, low, Construction Output m/m, , , 
Mon, 2022.09.12 7:00, 7:00, GBP, low, Goods Trade Balance, , , 
Mon, 2022.09.12 7:00, 7:00, GBP, low, Index of Services 3m/3m, , , 
Mon, 2022.09.12 7:00, 7:00, GBP, low, Industrial Production m/m, , , 
Mon, 2022.09.12 7:00, 7:00, GBP, low, Manufacturing Production m/m, , , 
Mon, 2022.09.12 7:00, 7:00, JPY, low, Prelim Machine Tool Orders y/y, , , 
Mon, 2022.09.12 7:00, 7:00, CNY, low, Foreign Direct Investment ytd/y, , , 
