Mon, 2022.09.05 8:00, 8:00, CHF, low, GDP q/q, 0.5%, 0.4%, 
Fri, 2022.12.16 8:15, 8:15, EUR, medium, French Flash Manufacturing PMI, 48.3, 48.1, 48.9
Fri, 2022.12.16 8:30, 8:30, EUR, high, German Flash Manufacturing PMI, 46.2, 46.3, 47.4
Fri, 2022.12.16 8:30, 8:30, EUR, high, German Flash Services PMI, 46.1, 46.4, 49.0
Fri, 2022.12.16 9:00, 9:00, EUR, low, Flash Manufacturing PMI, 47.1, 47.1, 47.8
Fri, 2022.12.16 9:00, 9:00, EUR, low, Flash Services PMI, 48.5, 48.5, 49.1
Fri, 2022.12.16 9:00, 9:00, EUR, low, Italian Trade Balance, -6.51B, -4.50B, -2.12B
Fri, 2022.12.16 9:30, 9:30, GBP, high, Flash Manufacturing PMI, 46.5, 46.5, 44.7
Fri, 2022.12.16 9:30, 9:30, GBP, high, Flash Services PMI, 48.8, 48.5, 50.0
Fri, 2022.12.16 10:00, 10:00, EUR, low, Final CPI y/y, 10.0%, 10.0%, 10.1%
Fri, 2022.12.16 10:00, 10:00, EUR, low, Final Core CPI y/y, 5.0%, 5.0%, 5.0%
Fri, 2022.12.16 10:00, 10:00, EUR, low, Trade Balance, -36.4B, -32.5B, -28.3B
Fri, 2022.12.16 13:30, 13:30, CAD, low, Foreign Securities Purchases, -22.50B, 3.45B, 8.46B
Fri, 2022.12.16 13:30, 13:30, CAD, low, NHPI m/m, -0.2%, -0.1%, -0.2%
Fri, 2022.12.16 13:30, 13:30, CAD, low, Wholesale Sales m/m, -0.2%, 1.4%, 2.1%
Fri, 2022.12.16 14:45, 14:45, USD, high, Flash Services PMI, 46.2, 46.5, 44.4
Fri, 2022.12.16 14:45, 14:45, USD, medium, Flash Manufacturing PMI, 47.7, 47.7, 46.2
Mon, 2022.12.19 9:00, 9:00, EUR, medium, German ifo Business Climate, 86.4, 87.6, 88.6
Mon, 2022.12.19 11:00, 11:00, EUR, low, German Buba Monthly Report, , , 
Mon, 2022.12.19 11:00, 11:00, GBP, low, CBI Industrial Order Expectations, -5, -10, -6
Mon, 2022.12.19 13:30, 13:30, CAD, low, IPPI m/m, 2.4%, 2.2%, -0.4%
Mon, 2022.12.19 13:30, 13:30, CAD, low, RMPI m/m, 1.3%, 3.2%, -0.8%
Mon, 2022.12.19 15:00, 15:00, USD, low, NAHB Housing Market Index, 33, 34, 31
Tue, 2022.12.20 0:00, 0:00, NZD, low, ANZ Business Confidence, -57.1, , -70.2
Tue, 2022.12.20 0:30, 0:30, AUD, medium, Monetary Policy Meeting Minutes, , , 
Tue, 2022.12.20 3:01, 3:01, JPY, high, Monetary Policy Statement, , , 
Tue, 2022.12.20 3:01, 3:01, JPY, low, BOJ Policy Rate, -0.10%, -0.10%, -0.10%
Tue, 2022.12.20 6:30, 6:30, JPY, high, BOJ Press Conference, , , 
Tue, 2022.12.20 7:00, 7:00, CHF, low, Trade Balance, 4.27B, 3.27B, 2.31B
Tue, 2022.12.20 7:00, 7:00, EUR, low, German PPI m/m, -4.2%, -1.7%, -3.9%
Tue, 2022.12.20 9:00, 9:00, EUR, low, Current Account, -8.1B, -10.3B, -0.4B
Tue, 2022.12.20 13:30, 13:30, CAD, medium, Core Retail Sales m/m, -0.8%, 1.3%, 1.7%
Tue, 2022.12.20 13:30, 13:30, CAD, medium, Retail Sales m/m, -0.6%, 1.5%, 1.4%
Tue, 2022.12.20 13:30, 13:30, USD, low, Building Permits, 1.51M, 1.48M, 1.34M
Tue, 2022.12.20 13:30, 13:30, USD, low, Housing Starts, 1.43M, 1.40M, 1.43M
Tue, 2022.12.20 14:54, 14:54, NZD, low, GDT Price Index, 0.6%, , -3.8%
Tue, 2022.12.20 15:00, 15:00, EUR, low, Consumer Confidence, -24, -22, -22
Tue, 2022.12.20 21:45, 21:45, NZD, low, Trade Balance, -2298M, -2062M, -1863M
Tue, 2022.12.20 23:30, 23:30, AUD, low, MI Leading Index m/m, 0.0%, , -0.1%
Wed, 2022.12.21 2:00, 2:00, NZD, low, Credit Card Spending y/y, 24.6%, , 16.0%
Wed, 2022.12.21 7:00, 7:00, EUR, low, German GfK Consumer Climate, -40.1, -38.0, -37.8
Wed, 2022.12.21 7:00, 7:00, GBP, low, Public Sector Net Borrowing, 13.4B, 14.6B, 21.2B
Wed, 2022.12.21 11:00, 11:00, GBP, low, CBI Realized Sales, -19, -24, 11
Wed, 2022.12.21 13:30, 13:30, CAD, high, CPI m/m, 0.7%, 0.0%, 0.1%
Wed, 2022.12.21 13:30, 13:30, CAD, high, Median CPI y/y, 4.9%, 4.9%, 5.0%
Wed, 2022.12.21 13:30, 13:30, CAD, high, Trimmed CPI y/y, 5.3%, 5.3%, 5.3%
Wed, 2022.12.21 13:30, 13:30, CAD, medium, Common CPI y/y, 6.4%, 6.1%, 6.7%
Wed, 2022.12.21 13:30, 13:30, USD, low, Current Account, -239B, -222B, -217B
Wed, 2022.12.21 13:32, 13:32, CAD, low, Core CPI m/m, 0.4%, , 0.0%
Wed, 2022.12.21 14:00, 14:00, CHF, low, SNB Quarterly Bulletin, , , 
Wed, 2022.12.21 14:16, 14:16, CNY, low, CB Leading Index m/m, -0.8%, , -1.0%
Wed, 2022.12.21 15:00, 15:00, USD, high, CB Consumer Confidence, 101.4, 101.0, 108.3
Wed, 2022.12.21 15:00, 15:00, USD, low, Existing Home Sales, 4.43M, 4.20M, 4.09M
Wed, 2022.12.21 15:30, 15:30, USD, low, Crude Oil Inventories, 10.2M, 2.5M, -5.9M
Thu, 2022.12.22 7:00, 7:00, GBP, low, Current Account, -35.1B, -20.0B, -19.4B
Thu, 2022.12.22 7:00, 7:00, GBP, low, Final GDP q/q, -0.2%, -0.2%, -0.3%
Thu, 2022.12.22 7:00, 7:00, GBP, low, Revised Business Investment q/q, -0.5%, -0.5%, -2.5%
Thu, 2022.12.22 13:30, 13:30, USD, medium, Final GDP q/q, 2.9%, 2.9%, 3.2%
Thu, 2022.12.22 13:30, 13:30, USD, medium, Unemployment Claims, 214K, 221K, 216K
Thu, 2022.12.22 13:30, 13:30, USD, low, Final GDP Price Index q/q, 4.3%, 4.3%, 4.4%
Thu, 2022.12.22 15:00, 15:00, USD, low, CB Leading Index m/m, -0.9%, -0.5%, -1.0%
Thu, 2022.12.22 15:30, 15:30, USD, low, Natural Gas Storage, -50B, -91B, -87B
Thu, 2022.12.22 23:30, 23:30, JPY, low, National Core CPI y/y, 3.6%, 3.7%, 3.7%
Thu, 2022.12.22 23:50, 23:50, JPY, low, Monetary Policy Meeting Minutes, , , 
Fri, 2022.12.23 0:30, 0:30, AUD, low, Private Sector Credit m/m, 0.5%, 0.5%, 0.5%
Fri, 2022.12.23 7:03, 7:03, CNY, low, Foreign Direct Investment ytd/y, 14.4%, , 9.9%
Fri, 2022.12.23 13:30, 13:30, CAD, high, GDP m/m, 0.2%, 0.1%, 0.1%
Fri, 2022.12.23 13:30, 13:30, USD, high, Core PCE Price Index m/m, 0.3%, 0.2%, 0.2%
Fri, 2022.12.23 13:30, 13:30, USD, low, Core Durable Goods Orders m/m, 0.1%, 0.0%, 0.2%
Fri, 2022.12.23 13:30, 13:30, USD, low, Durable Goods Orders m/m, 1.1%, -0.9%, -2.1%
Fri, 2022.12.23 13:30, 13:30, USD, low, Personal Income m/m, 0.7%, 0.3%, 0.4%
Fri, 2022.12.23 13:30, 13:30, USD, low, Personal Spending m/m, 0.9%, 0.2%, 0.1%
Fri, 2022.12.23 13:59, 13:59, EUR, low, Belgian NBB Business Climate, -16.6, -15.0, -13.6
Fri, 2022.12.23 15:00, 15:00, USD, low, New Home Sales, 605K, 600K, 640K
Fri, 2022.12.23 15:00, 15:00, USD, low, Revised UoM Consumer Sentiment, 59.1, 59.1, 59.7
Fri, 2022.12.23 15:00, 15:00, USD, low, Revised UoM Inflation Expectations, 4.6%, , 4.4%
Fri, 2022.12.23 15:30, 15:30, AUD, low, CB Leading Index m/m, -0.8%, , 0.4%
Mon, 2022.12.26 5:00, 5:00, CHF, holiday, Bank Holiday, , , 
Mon, 2022.12.26 5:00, 5:00, EUR, holiday, German Bank Holiday, , , 
Mon, 2022.12.26 5:00, 5:00, EUR, holiday, Italian Bank Holiday, , , 
Mon, 2022.12.26 5:00, 5:00, GBP, holiday, Bank Holiday, , , 
Mon, 2022.12.26 5:00, 5:00, CAD, holiday, Bank Holiday, , , 
Mon, 2022.12.26 5:00, 5:00, USD, holiday, Bank Holiday, , , 
Mon, 2022.12.26 5:00, 5:00, NZD, holiday, Bank Holiday, , , 
Mon, 2022.12.26 5:00, 5:00, AUD, holiday, Bank Holiday, , , 
Mon, 2022.12.26 23:30, 23:30, JPY, low, Unemployment Rate, 2.6%, 2.6%, 2.5%
Mon, 2022.12.26 23:50, 23:50, JPY, low, Retail Sales y/y, 4.4%, 3.8%, 2.6%
Tue, 2022.12.27 17:00, 17:00, JPY, low, Housing Starts y/y, -1.8%, 1.3%, -1.4%
Tue, 2022.12.27 17:02, 17:02, JPY, low, BOJ Core CPI y/y, 2.7%, 2.8%, 2.9%
Tue, 2022.12.27 5:00, 5:00, GBP, holiday, Bank Holiday, , , 
Tue, 2022.12.27 5:00, 5:00, CAD, holiday, Bank Holiday, , , 
Tue, 2022.12.27 13:30, 13:30, USD, low, Goods Trade Balance, -98.8B, -96.2B, -83.3B
Tue, 2022.12.27 13:30, 13:30, USD, low, Prelim Wholesale Inventories m/m, 0.5%, 0.4%, 1.0%
Tue, 2022.12.27 14:00, 14:00, USD, low, HPI m/m, 0.1%, -0.9%, 0.0%
Tue, 2022.12.27 14:00, 14:00, USD, low, S&P/CS Composite-20 HPI y/y, 10.4%, 8.0%, 8.6%
Tue, 2022.12.27 23:50, 23:50, JPY, low, BOJ Summary of Opinions, , , 
Tue, 2022.12.27 23:50, 23:50, JPY, low, Prelim Industrial Production m/m, -3.2%, -0.2%, -0.1%
Wed, 2022.12.28 9:00, 9:00, CHF, low, Credit Suisse Economic Expectations, -57.5, , -42.8
Wed, 2022.12.28 14:59, 14:59, USD, low, Richmond Manufacturing Index, -9, -10, 1
Wed, 2022.12.28 15:00, 15:00, USD, low, Pending Home Sales m/m, -4.7%, -0.9%, -4.0%
Thu, 2022.12.29 9:00, 9:00, EUR, low, M3 Money Supply y/y, 5.1%, 5.0%, 4.8%
Thu, 2022.12.29 9:00, 9:00, EUR, low, Private Loans y/y, 4.2%, 4.3%, 4.1%
Thu, 2022.12.29 13:30, 13:30, USD, medium, Unemployment Claims, 216K, 225K, 225K
Thu, 2022.12.29 15:30, 15:30, USD, low, Natural Gas Storage, -87B, -198B, -213B
Thu, 2022.12.29 16:00, 16:00, USD, low, Crude Oil Inventories, -5.9M, -1.2M, 0.7M
Fri, 2022.12.30 7:00, 7:00, GBP, low, Nationwide HPI m/m, -1.4%, -0.7%, -0.1%
Fri, 2022.12.30 8:00, 8:00, CHF, low, KOF Economic Barometer, 89.2, 90.9, 92.2
Fri, 2022.12.30 8:00, 8:00, EUR, low, Spanish Flash CPI y/y, 6.8%, 6.1%, 5.8%
Fri, 2022.12.30 14:45, 14:45, USD, medium, Chicago PMI, 37.2, 40.1, 44.9
Sat, 2022.12.31 1:30, 1:30, CNY, low, Manufacturing PMI, 48.0, 48.0, 47.0
Sat, 2022.12.31 1:30, 1:30, CNY, low, Non-Manufacturing PMI, 46.7, 45.8, 41.6
Mon, 2023.01.02 5:00, 5:00, CHF, holiday, Bank Holiday, , , 
Mon, 2023.01.02 5:00, 5:00, GBP, holiday, Bank Holiday, , , 
Mon, 2023.01.02 8:15, 8:15, EUR, low, Spanish Manufacturing PMI, 45.7, 45.9, 46.4
Mon, 2023.01.02 8:45, 8:45, EUR, low, Italian Manufacturing PMI, 48.4, 48.5, 48.5
Mon, 2023.01.02 8:50, 8:50, EUR, low, French Final Manufacturing PMI, 48.9, 48.9, 49.2
Mon, 2023.01.02 8:55, 8:55, EUR, low, German Final Manufacturing PMI, 47.4, 47.4, 47.1
Mon, 2023.01.02 9:00, 9:00, EUR, low, Final Manufacturing PMI, 47.8, 47.8, 47.8
Mon, 2023.01.02 5:00, 5:00, CAD, holiday, Bank Holiday, , , 
Mon, 2023.01.02 5:00, 5:00, USD, holiday, Bank Holiday, , , 
Mon, 2023.01.02 5:00, 5:00, NZD, holiday, Bank Holiday, , , 
Mon, 2023.01.02 5:00, 5:00, JPY, holiday, Bank Holiday, , , 
Tue, 2023.01.03 1:45, 1:45, CNY, low, Caixin Manufacturing PMI, 49.4, 49.2, 49.0
Tue, 2023.01.03 17:30, 17:30, AUD, low, Commodity Prices y/y, 19.6%, , 15.6%
Tue, 2023.01.03 5:00, 5:00, EUR, low, German Prelim CPI m/m, -0.5%, -0.6%, -0.8%
Tue, 2023.01.03 8:00, 8:00, EUR, low, Spanish Unemployment Change, -33.5K, -40.3K, -43.7K
Tue, 2023.01.03 8:30, 8:30, CHF, low, Manufacturing PMI, 53.9, 53.0, 54.1
Tue, 2023.01.03 8:55, 8:55, EUR, low, German Unemployment Change, 15K, 15K, -13K
Tue, 2023.01.03 9:30, 9:30, GBP, low, Final Manufacturing PMI, 44.7, 44.7, 45.3
Tue, 2023.01.03 14:30, 14:30, CAD, low, Manufacturing PMI, 49.6, , 49.2
Tue, 2023.01.03 14:39, 14:39, NZD, low, GDT Price Index, -3.8%, , -2.8%
Tue, 2023.01.03 14:45, 14:45, USD, low, Final Manufacturing PMI, 46.2, 46.2, 46.2
Tue, 2023.01.03 15:00, 15:00, USD, low, Construction Spending m/m, -0.2%, -0.4%, 0.2%
Wed, 2023.01.04 0:01, 0:01, GBP, low, BRC Shop Price Index y/y, 7.4%, , 7.3%
Wed, 2023.01.04 0:30, 0:30, JPY, low, Final Manufacturing PMI, 48.8, 48.8, 48.9
Wed, 2023.01.04 7:00, 7:00, EUR, low, German Import Prices m/m, -1.2%, -1.7%, -4.5%
Wed, 2023.01.04 7:30, 7:30, CHF, high, CPI m/m, 0.0%, -0.1%, -0.2%
Wed, 2023.01.04 7:45, 7:45, EUR, low, French Prelim CPI m/m, 0.3%, 0.5%, -0.1%
Wed, 2023.01.04 8:15, 8:15, EUR, low, Spanish Services PMI, 51.2, 50.8, 51.6
Wed, 2023.01.04 8:45, 8:45, EUR, low, Italian Services PMI, 49.5, 49.5, 49.9
Wed, 2023.01.04 8:50, 8:50, EUR, low, French Final Services PMI, 48.1, 48.1, 49.5
Wed, 2023.01.04 8:55, 8:55, EUR, low, German Final Services PMI, 49.0, 49.0, 49.2
Wed, 2023.01.04 9:00, 9:00, EUR, low, Final Services PMI, 49.1, 49.1, 49.8
Wed, 2023.01.04 9:30, 9:30, GBP, low, M4 Money Supply m/m, 0.1%, 0.2%, -1.6%
Wed, 2023.01.04 9:30, 9:30, GBP, low, Mortgage Approvals, 58K, 54K, 46K
Wed, 2023.01.04 9:30, 9:30, GBP, low, Net Lending to Individuals m/m, 4.3B, 4.5B, 5.9B
Wed, 2023.01.04 15:00, 15:00, USD, high, ISM Manufacturing PMI, 49.0, 48.5, 48.4
Wed, 2023.01.04 15:00, 15:00, USD, high, JOLTS Job Openings, 10.51M, 10.04M, 10.46M
Wed, 2023.01.04 15:00, 15:00, USD, low, ISM Manufacturing Prices, 43.0, 42.9, 39.4
Wed, 2023.01.04 5:00, 5:00, USD, low, Wards Total Vehicle Sales, 14.1M, 13.4M, 13.3M
Wed, 2023.01.04 19:00, 19:00, USD, high, FOMC Meeting Minutes, , , 
Wed, 2023.01.04 23:50, 23:50, JPY, low, Monetary Base y/y, -6.4%, -6.1%, -6.1%
Thu, 2023.01.05 1:45, 1:45, CNY, low, Caixin Services PMI, 46.7, 46.8, 48.0
Thu, 2023.01.05 3:35, 3:35, JPY, low, 10-y Bond Auction, 0.25|6.0, , 0.50|4.8
Thu, 2023.01.05 17:00, 17:00, JPY, low, Consumer Confidence, 28.6, 28.2, 30.3
Thu, 2023.01.05 7:00, 7:00, EUR, low, German Trade Balance, 6.8B, 7.5B, 10.8B
Thu, 2023.01.05 9:30, 9:30, GBP, low, Final Services PMI, 50.0, 50.0, 49.9
Thu, 2023.01.05 9:58, 9:58, EUR, low, French 10-y Bond Auction, 2.19|2.2, , 2.77|1.9
Thu, 2023.01.05 10:00, 10:00, EUR, low, PPI m/m, -3.0%, -0.8%, -0.9%
Thu, 2023.01.05 10:00, 10:00, EUR, low, Italian Prelim CPI m/m, 0.5%, 0.2%, 0.3%
Thu, 2023.01.05 12:30, 12:30, USD, low, Challenger Job Cuts y/y, 416.5%, , 129.1%
Thu, 2023.01.05 13:15, 13:15, USD, high, ADP Non-Farm Employment Change, 182K, 152K, 235K
Thu, 2023.01.05 13:30, 13:30, CAD, low, Trade Balance, 0.1B, 1.3B, 0.0B
Thu, 2023.01.05 13:30, 13:30, USD, medium, Unemployment Claims, 223K, 230K, 204K
Thu, 2023.01.05 13:30, 13:30, USD, low, Trade Balance, -77.8B, -64.2B, -61.5B
Thu, 2023.01.05 14:45, 14:45, USD, low, Final Services PMI, 44.4, 44.4, 44.7
Thu, 2023.01.05 15:30, 15:30, USD, low, Natural Gas Storage, -213B, -230B, -221B
Thu, 2023.01.05 16:00, 16:00, USD, low, Crude Oil Inventories, 0.7M, 1.5M, 1.7M
Thu, 2023.01.05 23:30, 23:30, JPY, low, Average Cash Earnings y/y, 1.4%, 1.7%, 0.5%
Fri, 2023.01.06 7:00, 7:00, EUR, low, German Factory Orders m/m, 0.6%, -0.5%, -5.3%
Fri, 2023.01.06 7:00, 7:00, EUR, low, German Retail Sales m/m, -2.8%, 1.5%, 1.1%
Fri, 2023.01.06 7:00, 7:00, GBP, low, Halifax HPI m/m, -2.4%, -0.6%, -1.5%
Fri, 2023.01.06 5:00, 5:00, EUR, holiday, Italian Bank Holiday, , , 
Fri, 2023.01.06 7:36, 7:36, CHF, low, Retail Sales y/y, -2.6%, -1.0%, -1.3%
Fri, 2023.01.06 7:45, 7:45, EUR, low, French Consumer Spending m/m, -2.7%, 1.0%, 0.5%
Fri, 2023.01.06 9:30, 9:30, GBP, low, Construction PMI, 50.4, 50.6, 48.8
Fri, 2023.01.06 10:00, 10:00, EUR, medium, CPI Flash Estimate y/y, 10.1%, 9.6%, 9.2%
Fri, 2023.01.06 10:00, 10:00, EUR, medium, Core CPI Flash Estimate y/y, 5.0%, 5.1%, 5.2%
Fri, 2023.01.06 10:00, 10:00, EUR, low, Retail Sales m/m, -1.5%, 0.5%, 0.8%
Fri, 2023.01.06 13:30, 13:30, CAD, high, Employment Change, 10.1K, 5.5K, 104.0K
Fri, 2023.01.06 13:30, 13:30, CAD, high, Unemployment Rate, 5.1%, 5.2%, 5.0%
Fri, 2023.01.06 13:30, 13:30, USD, high, Average Hourly Earnings m/m, 0.4%, 0.4%, 0.3%
Fri, 2023.01.06 13:30, 13:30, USD, high, Non-Farm Employment Change, 256K, 200K, 223K
Fri, 2023.01.06 13:30, 13:30, USD, high, Unemployment Rate, 3.6%, 3.7%, 3.5%
Fri, 2023.01.06 15:00, 15:00, CAD, medium, Ivey PMI, 51.4, 51.0, 33.4
Fri, 2023.01.06 15:00, 15:00, USD, high, ISM Services PMI, 56.5, 55.0, 49.6
Fri, 2023.01.06 15:00, 15:00, USD, low, Factory Orders m/m, 0.4%, -0.9%, -1.8%
Fri, 2023.01.06 16:15, 16:15, USD, low, FOMC Member Cook Speaks, , , 
Mon, 2023.01.09 6:45, 6:45, CHF, low, Unemployment Rate, 2.0%, 2.1%, 1.9%
Mon, 2023.01.09 7:00, 7:00, EUR, low, German Industrial Production m/m, -0.4%, 0.2%, 0.2%
Mon, 2023.01.09 7:45, 7:45, EUR, low, French Trade Balance, -11.6B, -11.3B, -13.8B
Mon, 2023.01.09 8:00, 8:00, CHF, low, Foreign Currency Reserves, 790B, , 784B
Mon, 2023.01.09 9:00, 9:00, EUR, low, Italian Monthly Unemployment Rate, 7.9%, 7.8%, 7.8%
Mon, 2023.01.09 9:30, 9:30, EUR, low, Sentix Investor Confidence, -21.0, -18.1, -17.5
Mon, 2023.01.09 10:00, 10:00, EUR, low, Unemployment Rate, 6.5%, 6.5%, 6.5%
Mon, 2023.01.09 13:30, 13:30, CAD, low, Building Permits m/m, -5.3%, 0.4%, 14.1%
Mon, 2023.01.09 15:30, 15:30, GBP, low, MPC Member Pill Speaks, , , 
Mon, 2023.01.09 20:00, 20:00, USD, low, Consumer Credit m/m, 29.1B, 25.0B, 28.0B
Mon, 2023.01.09 23:30, 23:30, JPY, low, Household Spending y/y, 1.2%, 0.6%, -1.2%
Mon, 2023.01.09 23:30, 23:30, JPY, low, Tokyo Core CPI y/y, 3.6%, 3.8%, 4.0%
Tue, 2023.01.10 0:01, 0:01, GBP, low, BRC Retail Sales Monitor y/y, 4.1%, 2.4%, 6.5%
Tue, 2023.01.10 7:45, 7:45, EUR, low, French Industrial Production m/m, -2.5%, 0.9%, 2.0%
Tue, 2023.01.10 9:05, 9:05, CNY, low, M2 Money Supply y/y, 12.4%, 12.4%, 11.8%
Tue, 2023.01.10 9:05, 9:05, CNY, low, New Loans, 1210B, 1150B, 1400B
Tue, 2023.01.10 10:02, 10:02, GBP, low, 10-y Bond Auction, 3.33|2.2, , 3.70|2.8
Tue, 2023.01.10 10:10, 10:10, CAD, high, BOC Gov Macklem Speaks, , , 
Tue, 2023.01.10 10:10, 10:10, JPY, medium, BOJ Gov Kuroda Speaks, , , 
Tue, 2023.01.10 10:59, 10:59, USD, low, NFIB Small Business Index, 91.9, 91.6, 89.8
Tue, 2023.01.10 14:00, 14:00, USD, high, Fed Chair Powell Speaks, , , 
Tue, 2023.01.10 15:00, 15:00, USD, low, Final Wholesale Inventories m/m, 1.0%, 1.0%, 1.0%
Tue, 2023.01.10 15:00, 15:00, USD, low, IBD/TIPP Economic Optimism, 42.9, 41.7, 42.3
Wed, 2023.01.11 0:00, 0:00, NZD, low, ANZ Commodity Prices m/m, -4.0%, , -0.1%
Wed, 2023.01.11 0:30, 0:30, AUD, high, CPI y/y, 6.9%, 7.2%, 7.3%
Wed, 2023.01.11 0:30, 0:30, AUD, low, Retail Sales m/m, 0.4%, 0.6%, 1.4%
Wed, 2023.01.11 3:35, 3:35, JPY, low, 30-y Bond Auction, 1.48|3.0, , 1.65|3.1
Wed, 2023.01.11 17:00, 17:00, JPY, low, Leading Indicators, 98.6%, 97.5%, 97.6%
Wed, 2023.01.11 8:57, 8:57, EUR, low, Italian Retail Sales m/m, -0.3%, -0.3%, 0.8%
Wed, 2023.01.11 10:33, 10:33, EUR, low, German 10-y Bond Auction, 1.95|2.0, , 2.25|1.4
Wed, 2023.01.11 15:30, 15:30, USD, low, Crude Oil Inventories, 1.7M, -2.0M, 19.0M
Wed, 2023.01.11 18:01, 18:01, USD, medium, 10-y Bond Auction, 3.63|2.3, , 3.58|2.5
Wed, 2023.01.11 21:45, 21:45, NZD, low, Building Consents m/m, -10.7%, , 7.0%
Wed, 2023.01.11 23:50, 23:50, JPY, low, Bank Lending y/y, 2.7%, 2.8%, 2.7%
Wed, 2023.01.11 23:50, 23:50, JPY, low, Current Account, -0.61T, 0.65T, 1.92T
Thu, 2023.01.12 0:30, 0:30, AUD, low, Trade Balance, 12.74B, 11.35B, 13.20B
Thu, 2023.01.12 1:30, 1:30, CNY, low, CPI y/y, 1.6%, 1.8%, 1.8%
Thu, 2023.01.12 1:30, 1:30, CNY, low, PPI y/y, -1.3%, -0.1%, -0.7%
Thu, 2023.01.12 17:00, 17:00, JPY, low, Economy Watchers Sentiment, 48.1, 47.8, 47.9
Thu, 2023.01.12 9:00, 9:00, EUR, low, ECB Economic Bulletin, , , 
Thu, 2023.01.12 12:30, 12:30, USD, low, FOMC Member Harker Speaks, , , 
Thu, 2023.01.12 13:30, 13:30, USD, high, CPI m/m, 0.1%, -0.1%, -0.1%
Thu, 2023.01.12 13:30, 13:30, USD, high, CPI y/y, 7.1%, 6.5%, 6.5%
Thu, 2023.01.12 13:30, 13:30, USD, high, Core CPI m/m, 0.2%, 0.3%, 0.3%
Thu, 2023.01.12 13:30, 13:30, USD, medium, Unemployment Claims, 206K, 216K, 205K
Thu, 2023.01.12 15:30, 15:30, USD, low, Natural Gas Storage, -221B, -15B, 11B
Fri, 2023.01.13 5:00, 5:00, GBP, low, MPC Member Mann Speaks, , , 
Thu, 2023.01.12 18:01, 18:01, USD, low, 30-y Bond Auction, 3.51|2.2, , 3.59|2.5
Thu, 2023.01.12 19:00, 19:00, USD, low, Federal Budget Balance, -248.5B, -59.5B, -85.0B
Thu, 2023.01.12 23:50, 23:50, JPY, low, M2 Money Stock y/y, 3.1%, 3.2%, 2.9%
Fri, 2023.01.13 3:18, 3:18, CNY, low, USD-Denominated Trade Balance, 69.8B, 77.9B, 78.0B
Fri, 2023.01.13 3:22, 3:22, CNY, low, Trade Balance, 494B, 533B, 550B
Fri, 2023.01.13 7:00, 7:00, GBP, high, GDP m/m, 0.5%, -0.2%, 0.1%
Fri, 2023.01.13 7:00, 7:00, GBP, low, Construction Output m/m, 0.4%, -0.3%, 0.0%
Fri, 2023.01.13 7:00, 7:00, GBP, low, Goods Trade Balance, -12.3B, -14.9B, -15.6B
Fri, 2023.01.13 7:00, 7:00, GBP, low, Index of Services 3m/3m, -0.1%, -0.3%, -0.1%
Fri, 2023.01.13 7:00, 7:00, GBP, low, Industrial Production m/m, -0.1%, -0.2%, -0.2%
Fri, 2023.01.13 7:00, 7:00, GBP, low, Manufacturing Production m/m, 0.7%, -0.2%, -0.5%
Fri, 2023.01.13 7:45, 7:45, EUR, low, French Final CPI m/m, -0.1%, -0.1%, -0.1%
Fri, 2023.01.13 9:00, 9:00, EUR, low, Italian Industrial Production m/m, -1.1%, 0.4%, -0.3%
Fri, 2023.01.13 10:00, 10:00, EUR, low, Industrial Production m/m, -1.9%, 0.6%, 1.0%
Fri, 2023.01.13 10:00, 10:00, EUR, low, Trade Balance, -28.1B, -21.1B, -15.2B
Fri, 2023.01.13 12:01, 12:01, GBP, low, NIESR GDP Estimate, -0.3%, , 0.1%
Fri, 2023.01.13 13:30, 13:30, USD, low, Import Prices m/m, -0.7%, -0.9%, 0.4%
Fri, 2023.01.13 15:00, 15:00, USD, high, Prelim UoM Consumer Sentiment, 59.7, 60.8, 64.6
Fri, 2023.01.13 15:00, 15:00, USD, medium, Prelim UoM Inflation Expectations, 4.4%, , 4.0%
Mon, 2023.01.16 6:00, 6:00, JPY, low, Prelim Machine Tool Orders y/y, -7.7%, , 1.0%
Mon, 2023.01.16 7:00, 7:00, EUR, low, German WPI m/m, -0.9%, -0.3%, -1.6%
Mon, 2023.01.16 5:00, 5:00, All, medium, WEF Annual Meetings, , , 
Mon, 2023.01.16 10:05, 10:05, EUR, low, French Gov Budget Balance, -143.2B, , -159.3B
Mon, 2023.01.16 5:00, 5:00, EUR, low, Eurogroup Meetings, , , 
Mon, 2023.01.16 5:00, 5:00, USD, holiday, Bank Holiday, , , 
Mon, 2023.01.16 13:30, 13:30, CAD, low, Manufacturing Sales m/m, 2.4%, 0.4%, 0.0%
Mon, 2023.01.16 15:00, 15:00, GBP, high, BOE Gov Bailey Speaks, , , 
Mon, 2023.01.16 15:30, 15:30, CAD, medium, BOC Business Outlook Survey, , , 
Mon, 2023.01.16 21:00, 21:00, NZD, low, NZIER Business Confidence, -42, , -70
Mon, 2023.01.16 23:20, 23:20, AUD, low, Westpac Consumer Sentiment, 3.0%, , 5.0%
Tue, 2023.01.17 2:00, 2:00, CNY, high, GDP q/y, 3.9%, 1.6%, 2.9%
Tue, 2023.01.17 2:00, 2:00, CNY, low, Fixed Asset Investment ytd/y, 5.3%, 5.0%, 5.1%
Tue, 2023.01.17 2:00, 2:00, CNY, low, Industrial Production y/y, 2.2%, 0.2%, 1.3%
